input_len,output_len,loss,bottleneck_size,bottleneck_activation,LSTM_type,num,smape,name
18,14,mae,200,relu,bi,22,13.422898670216384,18_14_200_relu
18,14,mae,200,relu,bi,23,13.396780557499971,18_14_200_relu
18,14,mae,200,relu,bi,24,13.18715158622865,18_14_200_relu
18,14,mae,200,relu,bi,25,13.296414671707769,18_14_200_relu
18,14,mae,200,relu,bi,26,13.275317015126262,18_14_200_relu
18,14,mae,200,relu,bi,27,13.221328692664127,18_14_200_relu
18,14,mae,200,relu,bi,28,13.355717982328942,18_14_200_relu
18,14,mae,200,relu,bi,29,13.10060216384157,18_14_200_relu
18,14,mae,200,relu,bi,,13.1365604193871,18_14_200_relu
18,20,mae,25,tanh,bi,0,13.670588525942062,18_20_25_tanh
18,20,mae,25,tanh,bi,1,13.554501326489008,18_20_25_tanh
18,20,mae,25,tanh,bi,2,13.731671129942502,18_20_25_tanh
18,20,mae,25,tanh,bi,3,13.584507262636583,18_20_25_tanh
18,20,mae,25,tanh,bi,4,13.25557067069628,18_20_25_tanh
18,20,mae,25,tanh,bi,5,13.183231523949162,18_20_25_tanh
18,20,mae,25,tanh,bi,6,13.420481560424683,18_20_25_tanh
18,20,mae,25,tanh,bi,7,13.185045310644272,18_20_25_tanh
18,20,mae,25,tanh,bi,8,13.176631770550713,18_20_25_tanh
18,20,mae,25,tanh,bi,9,13.133451912976023,18_20_25_tanh
18,20,mae,25,tanh,bi,10,13.230168516164682,18_20_25_tanh
18,20,mae,25,tanh,bi,11,13.166392327695862,18_20_25_tanh
18,20,mae,25,tanh,bi,12,13.57844994859831,18_20_25_tanh
18,20,mae,25,tanh,bi,13,13.340372553210225,18_20_25_tanh
18,20,mae,25,tanh,bi,14,13.352560915219065,18_20_25_tanh
18,20,mae,25,tanh,bi,15,13.232010924305497,18_20_25_tanh
18,20,mae,25,tanh,bi,16,13.402408634898688,18_20_25_tanh
18,20,mae,25,tanh,bi,17,13.323275781633889,18_20_25_tanh
18,20,mae,25,tanh,bi,18,13.82107505972312,18_20_25_tanh
18,20,mae,25,tanh,bi,19,13.201077221352334,18_20_25_tanh
18,20,mae,25,tanh,bi,20,13.38593059556215,18_20_25_tanh
18,20,mae,25,tanh,bi,21,13.305597148931199,18_20_25_tanh
18,20,mae,25,tanh,bi,22,13.424940481138124,18_20_25_tanh
18,20,mae,25,tanh,bi,23,13.529657687086045,18_20_25_tanh
18,20,mae,25,tanh,bi,24,13.23424298682001,18_20_25_tanh
18,20,mae,25,tanh,bi,25,13.44248906123396,18_20_25_tanh
18,20,mae,25,tanh,bi,26,13.356462309940555,18_20_25_tanh
18,20,mae,25,tanh,bi,27,13.452495944472542,18_20_25_tanh
18,20,mae,25,tanh,bi,28,13.172425910824515,18_20_25_tanh
18,20,mae,25,tanh,bi,29,13.553836959999298,18_20_25_tanh
18,20,mae,25,tanh,bi,,13.156077528728794,18_20_25_tanh
